trip_id,trip_no,station_id_depart,station_id_arrive,depart_datetime,arrive_datetime,cost_paid,class_id,train_id
331,8349644594,330,1859,2020-03-06 15:02,2020-03-07 07:02,2.00,2,8
332,8834272242,331,1860,2021-11-16 20:33,2021-11-17 06:33,84.00,3,16
333,3359363039,332,1861,2020-08-18 01:36,2020-08-18 11:36,99.00,1,7
334,2852352853,333,1862,2021-03-16 20:01,2021-03-17 06:01,50.00,1,15
335,4695185213,334,1863,2021-08-20 02:22,2021-08-20 16:22,47.00,2,15
336,9608946195,335,1864,2020-11-21 08:14,2020-11-22 05:14,5.00,3,9
337,6785648991,336,1865,2020-03-20 17:21,2020-03-21 01:21,14.00,3,9
338,9765008334,337,1866,2020-05-30 10:19,2020-05-31 07:19,74.00,1,5
339,3881925125,338,139,2021-12-23 04:00,2021-12-23 08:00,46.00,3,5
340,3898358280,339,1867,2022-03-28 21:00,2022-03-29 07:00,29.00,2,8
341,3276010193,340,1868,2020-06-01 13:17,2020-06-02 02:17,94.00,1,4
342,9553051476,341,1869,2021-08-16 08:19,2021-08-17 05:19,15.00,3,2
343,1248219002,342,1870,2020-11-13 18:15,2020-11-14 12:15,73.00,1,2
344,4734038247,343,1871,2022-01-06 03:26,2022-01-06 11:26,36.00,2,10
345,7486786223,344,1872,2021-04-17 01:19,2021-04-17 13:19,51.00,3,10
346,3690856206,345,1873,2022-03-03 04:08,2022-03-03 12:08,41.00,2,20
347,2904808704,346,1874,2022-04-06 10:10,2022-04-07 03:10,54.00,1,20
348,4742936087,347,1875,2020-06-05 12:05,2020-06-05 18:05,85.00,2,20
349,2318400453,348,1876,2021-07-28 14:20,2021-07-28 15:20,78.00,1,20
350,8461004626,349,1877,2020-07-29 19:24,2020-07-30 16:24,8.00,2,1
351,2286276828,350,1878,2021-12-06 12:28,2021-12-07 06:28,46.00,1,10
352,1836485488,351,1879,2022-04-01 20:10,2022-04-02 20:10,93.00,2,22
353,3771141093,352,1880,2021-05-24 09:00,2021-05-24 22:00,85.00,1,22
354,4267347884,353,1881,2020-05-02 17:04,2020-05-03 05:04,97.00,1,14
355,5474137278,354,1882,2021-12-14 01:47,2021-12-14 17:47,46.00,2,4
356,3665790341,355,1883,2022-03-28 16:04,2022-03-29 15:04,42.00,3,4
357,2845130721,356,1884,2020-02-25 03:02,2020-02-25 23:02,86.00,3,15
358,3904346015,357,1885,2022-05-07 22:55,2022-05-08 08:55,19.00,3,22
359,8453435058,358,1886,2021-04-17 17:04,2021-04-18 17:04,31.00,3,22
360,3253853315,359,1887,2020-10-14 03:23,2020-10-14 08:23,27.00,1,19
361,2950452418,360,1888,2021-08-18 09:26,2021-08-18 17:26,60.00,3,17
362,9898971492,361,1889,2020-12-10 12:22,2020-12-11 03:22,78.00,1,5
363,9963704351,362,1890,2022-04-17 02:36,2022-04-17 13:36,85.00,3,5
364,8410201162,363,1891,2020-04-15 09:16,2020-04-15 13:16,87.00,3,11
365,8953138302,364,1892,2022-03-12 13:50,2022-03-12 16:50,80.00,2,19
366,2410743307,365,1893,2020-12-16 02:29,2020-12-16 13:29,61.00,2,3
367,1573754756,366,1894,2021-02-12 08:20,2021-02-13 07:20,9.00,2,16
368,9323061886,367,1895,2022-05-08 07:12,2022-05-09 05:12,81.00,1,2
369,1727741476,368,1896,2021-08-12 14:46,2021-08-13 05:46,87.00,1,7
370,6335581258,369,1897,2020-12-09 12:44,2020-12-10 01:44,41.00,3,7
371,1672782056,370,1898,2020-01-22 19:56,2020-01-23 06:56,80.00,1,9
372,8935244042,371,1899,2021-05-02 01:06,2021-05-02 18:06,22.00,3,21
373,8620902963,372,1900,2020-03-19 07:12,2020-03-19 22:12,81.00,1,20
374,7040246430,373,1901,2020-10-12 00:54,2020-10-12 08:54,66.00,2,1
375,2116201501,374,1902,2020-11-25 07:59,2020-11-26 07:59,79.00,3,3
376,6306374655,375,1903,2022-01-28 09:14,2022-01-28 21:14,80.00,1,1
377,1828085938,376,1904,2021-01-04 17:22,2021-01-05 16:22,19.00,3,1
378,4536560061,377,1905,2021-12-31 13:28,2021-12-31 18:28,38.00,3,22
379,6545451023,378,1906,2021-01-04 08:22,2021-01-05 06:22,15.00,1,1
380,4348816638,379,1907,2020-06-23 21:51,2020-06-24 19:51,91.00,1,1
381,5503480796,380,1908,2022-01-20 08:42,2022-01-21 01:42,72.00,1,9
382,4513106735,381,1909,2020-03-09 02:22,2020-03-09 07:22,40.00,2,9
383,6756258352,382,1910,2021-03-28 16:07,2021-03-29 11:07,67.00,3,17
384,2109743004,383,1911,2020-10-14 14:04,2020-10-14 23:04,40.00,3,6
385,5927716226,384,1912,2020-02-25 02:26,2020-02-26 02:26,42.00,2,20
386,2949477990,385,1913,2020-12-20 05:57,2020-12-20 13:57,40.00,3,20
387,3471286583,386,1914,2021-08-27 09:12,2021-08-27 19:12,35.00,2,12
388,4444223434,387,1915,2021-11-23 07:13,2021-11-23 11:13,63.00,1,14
389,7203397200,388,1916,2021-08-24 15:01,2021-08-25 02:01,99.00,3,14
390,5368633301,389,1917,2020-11-02 15:58,2020-11-03 05:58,84.00,3,18
391,9233038816,390,1918,2020-02-12 20:46,2020-02-13 08:46,84.00,2,4
392,9953355938,391,1919,2021-01-21 05:34,2021-01-21 12:34,37.00,2,4
393,2431500329,392,1920,2021-01-28 10:43,2021-01-29 05:43,70.00,3,18
394,5345699863,393,1921,2022-03-14 15:53,2022-03-14 22:53,99.00,1,12
395,4003057098,394,1922,2021-12-29 14:13,2021-12-30 04:13,70.00,1,12
396,6745789483,395,1923,2020-01-02 20:39,2020-01-03 15:39,90.00,1,12
397,3449899783,396,1924,2020-09-21 18:08,2020-09-22 03:08,98.00,3,1
398,4171755498,397,1925,2020-05-19 19:11,2020-05-20 03:11,81.00,2,1
399,5119273121,398,1926,2020-09-22 22:26,2020-09-23 13:26,78.00,1,16
400,5830719148,399,1927,2021-03-18 02:05,2021-03-19 00:05,52.00,3,16
401,3304215156,400,1928,2020-06-27 13:16,2020-06-27 23:16,44.00,2,12
402,3276316084,401,995,2020-08-08 12:15,2020-08-08 21:15,73.00,1,12
403,8924207171,402,1929,2020-10-30 06:59,2020-10-31 00:59,21.00,3,3
404,9096241458,403,1930,2020-10-29 02:10,2020-10-29 03:10,16.00,1,8
405,1842762967,404,1931,2020-02-08 00:48,2020-02-09 00:48,58.00,2,8
406,8727333702,405,1932,2021-01-08 12:12,2021-01-09 04:12,16.00,2,18
407,5939547473,406,1933,2022-03-29 20:32,2022-03-30 09:32,67.00,3,19
408,6040460781,407,1934,2020-03-30 03:51,2020-03-30 20:51,10.00,3,10
409,3765004703,408,1935,2021-01-09 22:32,2021-01-10 05:32,38.00,2,10
410,3696307451,409,1936,2021-03-30 14:31,2021-03-30 15:31,59.00,3,8
411,4726026094,410,1937,2021-01-26 11:05,2021-01-27 06:05,79.00,3,8
412,3721033348,411,1938,2021-01-15 02:44,2021-01-15 13:44,86.00,1,20
413,2467066372,412,1939,2021-10-24 00:01,2021-10-24 11:01,57.00,1,20
414,5748400258,413,1940,2021-02-18 21:52,2021-02-19 04:52,52.00,1,19
415,5027072457,414,1941,2020-08-13 18:22,2020-08-14 01:22,36.00,3,22
416,3750318609,415,1942,2021-09-28 04:40,2021-09-28 12:40,86.00,2,22
417,5145414440,416,1943,2020-12-20 02:27,2020-12-21 01:27,55.00,3,7
418,6373782981,417,1944,2021-08-22 23:41,2021-08-23 01:41,89.00,1,7
419,3173427945,418,1945,2021-01-29 12:14,2021-01-29 19:14,72.00,2,16
420,2596995029,419,1946,2021-11-01 09:06,2021-11-01 12:06,54.00,3,16
421,9107674936,420,19,2020-11-13 10:25,2020-11-14 08:25,69.00,3,11
422,6782803359,421,1947,2021-03-13 08:07,2021-03-13 19:07,5.00,2,17
423,8112754117,422,1948,2020-09-16 20:48,2020-09-17 12:48,62.00,3,5
424,6942884655,423,1949,2020-09-01 03:47,2020-09-01 23:47,16.00,1,17
425,1379560102,424,1950,2020-04-10 16:29,2020-04-10 17:29,54.00,3,21
426,1753405369,425,1951,2021-07-06 19:01,2021-07-07 06:01,97.00,2,21
427,1580593910,426,1952,2022-05-20 04:23,2022-05-20 21:23,57.00,2,17
428,7522264768,427,1953,2020-03-17 15:04,2020-03-18 14:04,53.00,2,22
429,7631441734,428,1954,2021-10-26 05:40,2021-10-27 02:40,7.00,3,2
430,9627970049,429,1955,2021-12-09 07:35,2021-12-10 04:35,87.00,3,2
431,6529898770,430,1956,2020-11-13 15:04,2020-11-14 11:04,60.00,1,2
432,8654861649,431,1957,2020-02-09 04:27,2020-02-09 08:27,83.00,2,18
433,3348132393,432,1958,2021-02-16 03:22,2021-02-16 19:22,44.00,2,14
434,1115681786,433,1959,2020-04-27 12:51,2020-04-27 17:51,36.00,2,16
435,4998138987,434,1491,2021-07-10 17:40,2021-07-11 09:40,9.00,2,17
436,6623202318,435,1960,2020-09-12 21:16,2020-09-12 23:16,25.00,1,17
437,2710529521,436,1961,2021-07-31 17:56,2021-08-01 01:56,5.00,1,14
438,2408398022,437,1962,2021-11-06 14:28,2021-11-07 12:28,61.00,1,14
439,2256661843,438,1963,2022-04-29 07:29,2022-04-29 08:29,83.00,2,3
440,9371777356,439,1964,2020-02-17 12:22,2020-02-17 16:22,3.00,1,2
441,5179408673,440,1965,2021-12-01 09:27,2021-12-01 14:27,71.00,1,18
442,4890272634,441,1966,2022-01-01 11:21,2022-01-02 02:21,23.00,3,18
443,4573488176,442,1967,2021-11-02 00:13,2021-11-03 00:13,35.00,3,14
444,2587551483,443,1968,2020-04-30 11:47,2020-05-01 10:47,43.00,1,6
445,1527073731,444,1969,2021-05-28 08:33,2021-05-28 13:33,83.00,3,6
446,2809304052,445,1970,2022-01-08 14:45,2022-01-08 15:45,3.00,1,22
447,1852702080,446,1971,2021-10-04 16:27,2021-10-04 19:27,15.00,1,9
448,9536427970,447,1972,2021-12-13 01:00,2021-12-13 11:00,33.00,3,9
449,2809994536,448,1973,2021-05-06 03:18,2021-05-06 13:18,30.00,2,11
450,1220117399,449,1974,2020-04-13 17:59,2020-04-14 09:59,95.00,3,9
451,7766329581,450,1975,2020-11-19 21:51,2020-11-20 14:51,67.00,2,9
452,5194403292,451,1976,2020-10-18 10:21,2020-10-18 19:21,66.00,2,11
453,1467138908,452,1977,2020-03-19 23:36,2020-03-20 09:36,45.00,3,11
454,8472125340,453,1978,2020-12-15 16:55,2020-12-16 04:55,89.00,3,16
455,7280043717,454,1979,2020-07-22 15:04,2020-07-23 13:04,33.00,2,20
456,6275355391,455,1980,2022-02-27 23:23,2022-02-28 06:23,57.00,2,18
457,2762251632,456,1981,2021-10-15 14:23,2021-10-15 19:23,3.00,3,15
458,9718633226,457,1982,2021-10-07 07:32,2021-10-08 02:32,3.00,1,15
459,5991330646,458,1983,2021-11-07 14:13,2021-11-08 04:13,34.00,1,10
460,4639099137,459,1984,2022-03-01 17:48,2022-03-02 06:48,79.00,1,10
461,8871444718,460,1985,2021-01-05 01:13,2021-01-05 21:13,36.00,1,1
462,7929204638,461,1986,2020-07-06 04:27,2020-07-06 07:27,38.00,3,1
463,4924130971,462,1987,2021-09-21 22:00,2021-09-22 18:00,4.00,2,1
464,5981732821,463,1988,2021-12-29 05:12,2021-12-30 02:12,61.00,1,1
465,5755545247,464,1989,2020-01-27 16:50,2020-01-28 06:50,74.00,1,21
466,6972082027,465,1990,2021-07-11 23:59,2021-07-12 00:59,28.00,2,15
467,9263224976,466,1991,2021-06-08 01:44,2021-06-09 00:44,43.00,1,15
468,8496938612,467,1992,2021-11-15 00:38,2021-11-15 07:38,8.00,2,11
469,6544230639,468,1993,2022-01-26 02:36,2022-01-26 17:36,17.00,3,10
470,4781892378,469,1994,2020-06-26 02:33,2020-06-26 07:33,45.00,1,18
471,2418638278,470,1995,2021-05-28 23:27,2021-05-29 20:27,13.00,3,18
472,2748918142,471,1996,2020-05-13 11:43,2020-05-13 13:43,29.00,3,15
473,6905455657,472,1997,2022-04-12 20:17,2022-04-13 15:17,98.00,2,17
474,6830222163,473,1998,2021-12-27 09:01,2021-12-28 07:01,99.00,1,17
475,1350170526,474,1999,2020-09-24 22:49,2020-09-25 16:49,16.00,3,8
476,3630619159,475,2000,2021-09-11 15:57,2021-09-11 20:57,17.00,2,4
477,5693522433,476,2001,2021-11-21 08:47,2021-11-21 13:47,94.00,2,4
478,4629857374,477,2002,2021-10-03 20:42,2021-10-04 14:42,4.00,1,3
479,9675768778,478,2003,2020-02-17 10:19,2020-02-18 05:19,2.00,2,20
480,4842016902,479,2004,2021-08-14 21:55,2021-08-15 20:55,80.00,1,21
481,5776433355,480,2005,2020-10-22 02:40,2020-10-22 15:40,53.00,2,21
482,3422599590,481,2006,2020-06-19 16:03,2020-06-20 03:03,38.00,1,16
483,1634623471,482,2007,2020-12-25 05:32,2020-12-26 02:32,93.00,3,16
484,8048298777,483,2008,2021-01-31 00:41,2021-01-31 05:41,29.00,3,4
485,5515515456,484,2009,2022-04-04 13:18,2022-04-04 15:18,21.00,3,4
486,1848263686,485,2010,2021-06-15 07:43,2021-06-15 13:43,78.00,1,6
487,3379587012,486,1588,2020-07-12 20:40,2020-07-13 10:40,27.00,2,17
488,9291512616,487,2011,2021-11-27 14:48,2021-11-28 12:48,6.00,3,17
489,5504239055,488,2012,2021-09-24 12:01,2021-09-25 10:01,8.00,1,13
490,3610243141,489,2013,2022-04-13 22:02,2022-04-14 18:02,53.00,2,11
491,4118635267,245,2014,2021-12-03 05:49,2021-12-04 05:49,7.00,2,10
492,6656956931,490,2015,2022-01-01 21:59,2022-01-02 03:59,57.00,3,9
493,3312251957,491,2016,2020-08-09 12:59,2020-08-09 17:59,14.00,1,22
494,9629265104,492,2017,2022-01-29 12:11,2022-01-29 15:11,21.00,2,22
495,3306242361,493,2018,2020-06-20 15:56,2020-06-21 09:56,39.00,2,11
496,6900390219,494,2019,2020-07-15 06:05,2020-07-15 10:05,47.00,2,20
497,6086040412,495,2020,2021-09-23 04:21,2021-09-23 09:21,92.00,1,20
498,8162942147,496,2021,2021-05-30 13:01,2021-05-30 16:01,49.00,3,6
499,9249598420,497,2022,2021-07-24 12:20,2021-07-25 09:20,31.00,1,6
500,5831443719,498,2023,2021-03-09 18:53,2021-03-10 10:53,73.00,3,16
501,9934493235,499,2024,2021-03-15 08:13,2021-03-16 03:13,24.00,3,16
502,1874137037,500,2025,2021-05-13 09:23,2021-05-13 15:23,41.00,3,3
503,4152051111,501,2026,2020-07-23 03:51,2020-07-24 03:51,24.00,1,2
504,7967112838,502,2027,2020-07-31 16:21,2020-08-01 13:21,17.00,2,2
505,1564361822,503,2028,2022-03-30 05:37,2022-03-30 10:37,10.00,3,11
506,1403544715,504,2029,2021-11-24 17:04,2021-11-25 10:04,98.00,1,13
507,6183148244,505,2030,2022-04-25 09:22,2022-04-25 22:22,82.00,1,13
508,1198752365,506,2031,2021-07-16 18:08,2021-07-17 10:08,38.00,2,9
509,8321456799,507,2032,2020-02-14 02:56,2020-02-14 06:56,19.00,3,22
510,9150489856,508,2033,2021-05-10 01:21,2021-05-10 22:21,40.00,2,11
511,7004624575,509,2034,2020-02-17 10:06,2020-02-18 10:06,68.00,2,16
512,3414630866,510,2035,2021-11-26 10:29,2021-11-27 05:29,79.00,1,16
513,9436056253,511,2036,2020-12-10 02:32,2020-12-10 18:32,35.00,3,15
514,6520297633,512,2037,2020-10-12 12:34,2020-10-12 13:34,39.00,2,1
515,7992943743,513,2038,2021-12-10 06:33,2021-12-11 03:33,83.00,1,1
516,9823114913,514,2039,2022-05-12 00:18,2022-05-12 13:18,53.00,2,15
517,8213876063,515,2040,2021-04-05 01:23,2021-04-05 09:23,23.00,3,21
518,7278504360,516,2041,2021-08-16 22:58,2021-08-17 08:58,43.00,2,21
519,7236716861,517,2042,2020-07-18 16:20,2020-07-19 03:20,10.00,1,14
520,7319372444,518,2043,2021-06-12 01:20,2021-06-12 03:20,49.00,2,14
521,8290122162,519,2044,2020-06-19 18:27,2020-06-20 18:27,48.00,2,22
522,8139612577,520,2045,2020-06-06 11:50,2020-06-07 09:50,57.00,1,22
523,7338774255,521,2046,2021-04-02 10:13,2021-04-02 15:13,76.00,1,20
524,9908734131,522,2047,2020-05-23 18:44,2020-05-24 09:44,76.00,3,20
525,5611862724,523,2048,2020-06-30 00:03,2020-06-30 18:03,95.00,3,11
526,7378104272,524,2049,2022-04-18 22:54,2022-04-19 06:54,34.00,2,11
527,1843240187,525,2050,2021-04-29 01:04,2021-04-29 16:04,59.00,2,7
528,2508144978,526,2051,2022-01-20 01:16,2022-01-20 17:16,8.00,3,10
529,7148690692,527,2052,2022-04-03 20:01,2022-04-03 23:01,68.00,3,4
530,8210360199,528,2053,2021-08-26 02:23,2021-08-26 16:23,35.00,2,4
531,9737640977,529,2054,2020-08-21 10:02,2020-08-21 14:02,49.00,3,6
532,3722357421,530,2055,2021-07-28 03:49,2021-07-28 05:49,1.00,3,11
533,6987129407,531,2056,2021-04-13 17:39,2021-04-14 13:39,45.00,2,11
534,1136949181,532,2057,2020-12-06 09:15,2020-12-06 19:15,62.00,1,22
535,8145244752,533,2058,2022-03-16 20:48,2022-03-17 07:48,62.00,1,22
536,9901952604,534,1817,2021-01-22 08:02,2021-01-22 19:02,8.00,2,13
537,4075770166,535,2059,2020-10-30 05:27,2020-10-30 08:27,23.00,2,13
538,5649403141,536,2060,2020-04-07 07:47,2020-04-07 16:47,25.00,2,16
539,2731722245,537,2061,2021-10-29 15:29,2021-10-30 09:29,64.00,1,7
540,6170153045,89,2062,2020-11-29 01:53,2020-11-29 08:53,80.00,1,7
541,8199339649,538,2063,2021-12-30 08:10,2021-12-30 23:10,22.00,3,5
542,4582999796,539,2064,2020-05-02 03:38,2020-05-02 20:38,23.00,1,21
543,8242192717,540,2065,2022-02-07 22:32,2022-02-08 20:32,0.00,3,9
544,1204891467,541,2066,2021-10-23 03:41,2021-10-23 13:41,18.00,1,9
545,8373847007,542,2067,2020-01-25 05:24,2020-01-25 10:24,18.00,3,6
546,4461698239,543,2068,2022-04-29 01:04,2022-04-29 16:04,72.00,2,6
547,6304721425,544,2069,2020-03-20 16:26,2020-03-20 20:26,3.00,3,4
548,4577928405,545,2070,2020-08-23 04:37,2020-08-23 16:37,17.00,3,4
549,1203516428,546,2071,2021-01-11 02:05,2021-01-11 16:05,90.00,3,4
550,9158234323,547,2072,2022-01-15 06:47,2022-01-16 01:47,23.00,2,4
551,1797828622,548,2073,2021-05-14 17:29,2021-05-15 16:29,43.00,1,14
552,3787631325,549,2074,2020-04-22 17:09,2020-04-23 09:09,99.00,2,14
553,4982364769,550,2075,2020-08-18 22:00,2020-08-19 12:00,56.00,3,1
554,9387360142,551,2076,2020-01-20 12:31,2020-01-21 03:31,49.00,1,1
555,7936195420,552,2077,2020-03-30 09:52,2020-03-30 22:52,6.00,2,9
556,6059700628,553,2078,2021-11-05 20:45,2021-11-06 04:45,92.00,2,9
557,5801608902,554,2079,2021-11-25 04:28,2021-11-25 10:28,60.00,2,11
558,9817249178,555,2080,2021-11-20 06:49,2021-11-21 06:49,1.00,1,11
559,3857028749,556,2081,2021-04-15 05:36,2021-04-15 08:36,19.00,3,11
560,1916969369,557,2082,2021-12-05 18:00,2021-12-06 03:00,37.00,2,11
561,1046015066,558,2083,2021-12-09 21:50,2021-12-10 15:50,49.00,1,7
562,9955247331,559,2084,2021-05-14 13:47,2021-05-15 01:47,84.00,1,7
563,9836313839,560,2085,2021-05-20 15:38,2021-05-20 18:38,59.00,2,7
564,7192845207,561,2086,2021-07-14 23:24,2021-07-15 05:24,20.00,2,10
565,9521865317,562,2087,2021-08-13 13:31,2021-08-13 22:31,83.00,2,6
566,4745009123,563,2088,2020-09-18 20:58,2020-09-19 15:58,57.00,2,1
567,6962170381,564,2089,2021-01-15 13:51,2021-01-16 08:51,50.00,2,6
568,9624152462,565,2090,2022-02-14 03:25,2022-02-14 23:25,16.00,3,2
569,1188193675,566,2091,2020-04-03 07:46,2020-04-03 16:46,11.00,3,2
570,2273281020,567,2092,2022-02-05 01:47,2022-02-05 23:47,30.00,3,8
571,8028497444,568,2093,2020-11-29 01:29,2020-11-29 12:29,7.00,1,8
572,5185617011,569,2094,2021-01-23 03:03,2021-01-23 20:03,80.00,3,20
573,7810838045,570,2095,2020-03-15 04:50,2020-03-15 15:50,28.00,2,20
574,4253446456,571,2096,2021-07-28 20:00,2021-07-29 05:00,99.00,3,10
575,3589554937,572,2097,2021-05-24 15:15,2021-05-25 07:15,73.00,1,10
576,2788132078,573,2098,2021-09-10 22:59,2021-09-11 07:59,50.00,3,21
577,5553133773,574,2099,2021-08-25 09:38,2021-08-25 20:38,83.00,2,14
578,2969719511,575,2100,2021-05-18 12:09,2021-05-19 07:09,78.00,2,14
579,2253059035,576,2101,2022-01-23 03:12,2022-01-23 06:12,12.00,1,17
580,2287415124,577,2102,2020-10-04 05:32,2020-10-04 20:32,48.00,2,17
581,9544043877,578,2103,2021-04-04 09:49,2021-04-04 12:49,82.00,2,12
582,2715497616,579,2104,2020-12-25 23:23,2020-12-26 01:23,82.00,1,12
583,3380245687,580,2105,2022-04-09 03:33,2022-04-09 06:33,29.00,2,8
584,6642265894,581,2106,2021-04-17 06:30,2021-04-18 06:30,21.00,2,8
585,8597818647,582,2107,2022-04-24 21:23,2022-04-25 19:23,14.00,2,15
586,8985152882,583,2108,2022-05-10 15:09,2022-05-10 18:09,82.00,2,15
587,8931383385,584,2109,2020-02-06 03:11,2020-02-06 22:11,62.00,3,4
588,6633982884,585,2110,2020-03-12 10:09,2020-03-12 11:09,63.00,1,4
589,5051065724,586,2111,2021-11-02 20:07,2021-11-03 06:07,69.00,1,8
590,9546597108,587,2112,2020-07-23 04:23,2020-07-24 04:23,59.00,2,14
591,3782799706,588,2113,2020-02-01 04:07,2020-02-01 10:07,37.00,3,14
592,5034925267,589,2114,2021-11-11 17:48,2021-11-12 04:48,13.00,1,10
593,5958562506,590,2115,2021-09-24 04:20,2021-09-24 09:20,10.00,3,10
594,7974548133,591,2116,2021-04-09 17:23,2021-04-10 07:23,58.00,1,5
595,8084361501,592,2117,2021-05-20 01:32,2021-05-20 20:32,71.00,2,5
596,5924446099,593,2118,2021-09-01 10:14,2021-09-02 06:14,55.00,1,6
597,3621643823,594,2119,2021-10-10 07:33,2021-10-10 23:33,68.00,2,6
598,7018495671,595,2120,2020-09-16 22:38,2020-09-17 17:38,77.00,2,4
599,7799633313,596,929,2021-02-11 15:12,2021-02-12 06:12,83.00,3,4
600,7184671542,597,2121,2021-09-07 10:03,2021-09-08 09:03,15.00,2,14
601,5470459592,598,2122,2021-03-27 13:52,2021-03-28 08:52,53.00,2,16
602,7779442717,599,2123,2021-11-29 18:16,2021-11-30 08:16,62.00,3,16
603,5753822272,600,2124,2021-07-11 07:15,2021-07-12 01:15,35.00,3,7
604,3508595923,601,2125,2021-05-30 15:11,2021-05-31 15:11,51.00,3,20
605,6663479793,602,2126,2021-07-25 21:52,2021-07-26 11:52,68.00,2,20
606,1509052334,603,2127,2020-02-11 09:33,2020-02-11 18:33,48.00,1,18
607,9035751825,604,2128,2021-02-08 13:53,2021-02-09 05:53,39.00,1,18
608,9568583616,605,2129,2021-01-04 02:27,2021-01-04 06:27,39.00,1,7
609,4850140938,606,2130,2021-07-28 16:14,2021-07-28 23:14,17.00,1,16
610,3728460965,607,2131,2021-05-20 07:50,2021-05-21 02:50,22.00,1,16
611,7892003439,608,2132,2020-08-09 16:49,2020-08-09 23:49,9.00,1,3
612,3600875263,609,2133,2020-05-30 19:16,2020-05-31 06:16,27.00,2,3
613,6680573552,610,2134,2020-03-01 05:46,2020-03-01 17:46,96.00,3,11
614,1805059131,611,2135,2020-05-02 12:37,2020-05-02 22:37,20.00,2,11
615,7951086380,612,2136,2020-07-19 11:24,2020-07-20 05:24,54.00,1,19
616,2447896248,613,2137,2022-02-12 15:44,2022-02-13 12:44,8.00,3,19
617,9204767602,614,2138,2020-05-01 12:46,2020-05-02 12:46,3.00,2,2
618,2356234240,615,2139,2020-06-27 02:35,2020-06-27 07:35,31.00,1,11
619,1093854257,616,2140,2020-11-13 09:20,2020-11-13 16:20,19.00,1,9
620,8450394529,617,2141,2020-02-25 05:34,2020-02-25 17:34,59.00,2,9
621,9380106121,618,2142,2020-03-23 14:14,2020-03-24 08:14,3.00,1,22
622,4573802542,619,2143,2020-03-05 18:45,2020-03-06 01:45,48.00,3,19
623,9054272959,620,1004,2022-05-13 07:16,2022-05-14 00:16,3.00,3,19
624,4377129717,621,1544,2021-12-16 19:05,2021-12-17 14:05,43.00,1,10
625,3607439438,622,1949,2020-02-14 06:49,2020-02-14 17:49,10.00,3,8
626,8010440456,623,2144,2021-04-25 13:54,2021-04-25 18:54,60.00,2,22
627,4452256882,624,2145,2021-04-19 06:34,2021-04-19 17:34,76.00,1,1
628,8826514087,625,2146,2021-03-27 01:08,2021-03-27 21:08,69.00,1,19
629,1716471298,626,2147,2020-02-13 19:03,2020-02-14 09:03,35.00,3,4
630,9200676640,627,2148,2020-12-12 02:43,2020-12-12 13:43,36.00,1,4
631,5420398193,628,2149,2021-11-24 01:00,2021-11-24 13:00,70.00,3,14
632,7056668382,629,2150,2021-10-02 10:51,2021-10-02 12:51,12.00,3,14
633,1927115237,630,2151,2021-11-14 11:15,2021-11-14 14:15,51.00,2,16
634,8230660932,631,2152,2020-09-21 12:46,2020-09-22 06:46,4.00,2,16
635,9900822297,632,2153,2021-02-16 08:24,2021-02-16 17:24,1.00,1,12
636,8086973313,633,2154,2022-03-03 21:32,2022-03-04 16:32,25.00,3,11
637,6262059393,634,2155,2021-03-11 14:54,2021-03-12 05:54,47.00,2,7
638,7843368006,635,1715,2021-07-18 14:18,2021-07-18 18:18,21.00,3,3
639,7760792834,636,2156,2022-03-16 14:58,2022-03-17 02:58,80.00,3,16
640,4786471620,637,2157,2022-03-29 20:26,2022-03-30 03:26,9.00,2,21
641,1887830637,638,2158,2021-09-05 13:57,2021-09-06 00:57,34.00,1,21
642,3594227232,639,2159,2021-02-28 05:34,2021-02-28 12:34,83.00,3,6
643,4434375381,640,2160,2022-03-22 10:22,2022-03-23 05:22,26.00,1,6
644,2106580416,641,2161,2020-09-25 01:48,2020-09-25 15:48,53.00,1,9
645,3068447485,642,2162,2020-05-05 04:55,2020-05-05 06:55,70.00,2,10
646,1156258394,643,2163,2021-03-09 19:47,2021-03-10 17:47,33.00,1,18
647,6040969088,644,2164,2021-10-30 01:00,2021-10-30 16:00,15.00,1,15
648,5271058018,645,2165,2021-07-15 07:27,2021-07-15 16:27,59.00,3,12
649,6772363691,646,2166,2022-02-03 15:36,2022-02-04 04:36,57.00,3,12
650,3315935840,647,2167,2022-05-08 00:33,2022-05-08 22:33,16.00,1,9
651,5912818943,648,2168,2022-03-15 10:34,2022-03-16 01:34,99.00,1,2
652,5341253686,649,2169,2021-09-30 09:01,2021-09-30 21:01,18.00,3,4
653,3054496585,650,2170,2021-05-05 13:34,2021-05-06 10:34,51.00,3,13
654,9340496526,651,2171,2021-10-13 14:34,2021-10-14 05:34,92.00,1,17
655,2113542152,652,1463,2021-09-08 10:29,2021-09-09 08:29,52.00,1,17
656,1824146064,653,2172,2021-07-02 22:32,2021-07-03 15:32,56.00,3,15
657,2128902038,654,2173,2020-07-21 07:39,2020-07-21 08:39,32.00,2,5
658,8269467907,655,2174,2020-03-06 15:12,2020-03-06 18:12,91.00,1,22
659,3355466022,656,2175,2021-04-04 08:54,2021-04-04 12:54,3.00,2,22
660,3742400201,657,2176,2021-01-15 03:50,2021-01-15 15:50,19.00,3,21
661,2795996978,658,2177,2021-07-02 23:08,2021-07-03 22:08,22.00,3,21
662,2741102594,659,2178,2021-11-17 13:45,2021-11-18 10:45,98.00,1,21
